id,username,date,time,tweet,user_id,timezone,mentions,hashtags,replies_count,likes_count
1317098220267425792,deloitte,2020-10-16,13:41:00,Join Deloitte at the Conversations for a Changing World broadcast where global business leaders will discuss today's challenges and how they’re prepping for the future. #wdayconversations    https://t.co/FW5QHvFdwH  https://t.co/8UiCUVe3CG,8457092,+0000,[],['wdayconversations'],0,4
1316770815115886592,deloitte,2020-10-15,16:00:01,The next #responsiblebusiness blog post examines how new UNECE WP.29 regulations for vehicle cybersecurity and software updating impact automobile manufacturers.  https://t.co/2kjF22H7Ap,8457092,+0000,[],['responsiblebusiness'],2,7
1316725524870443010,deloitte,2020-10-15,13:00:03,Loss of #trust can affect revenue as well as the intrinsic value of an organization. See how it’s strengthened when there’s a “balance of payments” between vulnerability and response:  https://t.co/Fyap3euaAc  https://t.co/m8Rh9u2SBU,8457092,+0000,[],['trust'],5,8
1316725515068289024,deloitte,2020-10-15,13:00:01,"At Deloitte, we encourage our professionals use their skills and knowledge to help those from underserved populations achieve their aspirations and reach their potential.  https://t.co/R4VIcDa92c #ImpactThatMatters  https://t.co/dzm2QiiQNj",8457092,+0000,[],['impactthatmatters'],4,4
1316388756035973120,deloitte,2020-10-14,14:41:51,"By 2035, organizations across all industries will face a vastly different #energy landscape. What will the future look like? Learn more with Deloitte’s research on the four emerging energy scenarios.  https://t.co/k0WMLM6IVc",8457092,+0000,[],['energy'],2,14
1316138141967962113,deloitte,2020-10-13,22:06:00,"Discover a new normal in 2020 by overcoming increased complexity and multiplying workloads. Learn how tax leaders can accelerate transformative, sustained change in #tax. #digitaltransformation  https://t.co/JFnryxCdcN",8457092,+0000,[],"['tax', 'digitaltransformation']",2,10
1316106939168890880,deloitte,2020-10-13,20:02:01,Read Deloitte's Vincent Rutgers insights on how #manufacturers can prepare to thrive post-pandemic. #FutureofManufacturing   https://t.co/34YW1c22AJ  https://t.co/iVcHS4h8v0,8457092,+0000,[],"['manufacturers', 'futureofmanufacturing']",2,6
1316098884523958273,deloitte,2020-10-13,19:30:00,"How are resilient #leaders understanding stakeholders’ shifting needs along the four dimensions (emotional, physical, financial, digital) in order to address those needs? Find out via @DeloitteInsight:  https://t.co/zde0smifa8",8457092,+0000,"[{'screen_name': 'deloitteinsight', 'name': 'deloitte insights', 'id': '588631454'}]",['leaders'],2,8
1316091342754402304,deloitte,2020-10-13,19:00:02,"Thanks to our people across the globe who shared their experience of working at Deloitte, we have been named one of @FortuneMagazine and @GPTW_US's #WorldsBestWorkplaces in 2020! #ImpactThatMatters #GPTW4ALL  https://t.co/VOWIjZxif7  https://t.co/2knSG3bF4L",8457092,+0000,"[{'screen_name': 'fortunemagazine', 'name': 'fortune', 'id': '25053299'}, {'screen_name': 'gptw_us', 'name': 'great place to work us', 'id': '169124154'}]","['worldsbestworkplaces', 'impactthatmatters', 'gptw4all']",14,66
1316088566188052482,deloitte,2020-10-13,18:49:00,Organizations cannot afford a repeat of the supply chain vulnerabilities exposed by #COVID19. Could sustainable supply chains help to better manage risk? This #ResponsibleBusiness blog explains.  https://t.co/nSwvi9KmMm,8457092,+0000,[],"['covid19', 'responsiblebusiness']",0,17
1316050817649119232,deloitte,2020-10-13,16:19:00,How can #women in the #fintech industry turn the current global landscape into an opportunity for growth? Learn more in our report.  https://t.co/f1gHnPs121,8457092,+0000,[],"['women', 'fintech']",2,6
1315731716619882497,deloitte,2020-10-12,19:11:01,"As digital acceleration continues to transform organizations, how will it affect today’s economy and investment strategies? Join #Deloitte's Jason Dess on Oct. 20 for #wdayconversations.   https://t.co/pS3thKcxPO  https://t.co/ZqNh8NKDQL",8457092,+0000,[],"['deloitte', 'wdayconversations']",1,19
1315711081944354822,deloitte,2020-10-12,17:49:01,How can you transform legacy #manufacturing processes with  #smartfactory technology? Hear from industry experts in this webinar. #Industry40  https://t.co/pwINznAFoM  https://t.co/SKVyOK4Klc,8457092,+0000,[],"['manufacturing', 'smartfactory', 'industry40']",2,17
1315278225522733059,deloitte,2020-10-11,13:09:00,✈️ restrictions have made financial reporting a challenge. It’s no surprise that 54% of survey respondents said navigating accounting &amp; financial reporting issues is a top concern.  https://t.co/XRoqHeolNP,8457092,+0000,[],[],1,16
